STATE,COUNTY,Annual Avg Violent Crimes,"Reported Violent Crimes per 100,000 Population",Z-Score
Illinois,Macoupin,75,170,-0.33
Illinois,Madison,581,249,0.06
Illinois,Marion,128,347,0.54
Illinois,Marshall,18,161,-0.38
Illinois,Mason,36,364,0.63
Illinois,Massac,47,318,0.4
Illinois,McDonough,82,257,0.1
Illinois,McHenry,288,96,-0.7
Illinois,McLean,497,287,0.25
Illinois,Menard,10,84,-0.76
Illinois,Mercer,15,96,-0.7
Illinois,Monroe,11,31,-1.02
Illinois,Montgomery,37,132,-0.52
Illinois,Morgan,56,169,-0.34
Illinois,Moultrie,,,0
Illinois,Ogle,29,71,-0.82
Illinois,Peoria,979,524,1.42
Illinois,Perry,28,131,-0.52
Illinois,Piatt,25,167,-0.35
Illinois,Pike,15,94,-0.71
Illinois,Pope,,,0
Illinois,Pulaski,17,351,0.56
Illinois,Putnam,1,12,-1.12
Illinois,Randolph,30,97,-0.69
Illinois,Richland,54,334,0.48
Illinois,Rock Island,505,347,0.54
Illinois,Saline,80,346,0.54
Illinois,Sangamon,"1,567",815,2.86
Illinois,Schuyler,10,140,-0.48
Illinois,Scott,1,28,-1.04
Illinois,Shelby,9,52,-0.92
Illinois,St. Clair,"1,590",615,1.87
Illinois,Stark,2,41,-0.97
Illinois,Stephenson,56,128,-0.54
Illinois,Tazewell,309,241,0.02
Illinois,Union,35,212,-0.12
Illinois,Vermilion,549,705,2.32
Illinois,Wabash,18,157,-0.4
Illinois,Warren,41,231,-0.03
Illinois,Washington,46,332,0.47
Illinois,Wayne,44,283,0.23
Illinois,White,24,278,0.2
Illinois,Whiteside,106,191,-0.23
Illinois,Will,"1,104",163,-0.37
Illinois,Williamson,40,63,-0.86
Illinois,Winnebago,"2,523",887,3.22
Illinois,Woodford,25,73,-0.81
Indiana,Adams,,,0
Indiana,Allen,"1,088",296,0.45
Indiana,Bartholomew,78,96,-0.55
Indiana,Benton,,,0
Indiana,Blackford,6,49,-0.78
Indiana,Boone,63,187,-0.09
Indiana,Brown,28,187,-0.09
Indiana,Carroll,,,0
Indiana,Cass,27,70,-0.67
Indiana,Clark,409,356,0.75
Indiana,Clay,,,0
Indiana,Clinton,35,107,-0.49
Indiana,Crawford,25,238,0.16
Indiana,Daviess,53,161,-0.22
Indiana,Dearborn,,,0
Indiana,Decatur,,,0
Indiana,DeKalb,38,117,-0.44
Indiana,Delaware,317,271,0.33
Indiana,Dubois,85,395,0.95
Indiana,Elkhart,720,357,0.76
Indiana,Fayette,,,0
Indiana,Floyd,98,132,-0.36
Indiana,Fountain,,,0
Indiana,Franklin,8,36,-0.84
Indiana,Fulton,7,49,-0.78
Indiana,Gibson,26,115,-0.45
Indiana,Grant,160,234,0.14
Indiana,Greene,12,39,-0.83
Indiana,Hamilton,71,33,-0.86
Indiana,Hancock,86,118,-0.44
Indiana,Harrison,32,82,-0.62
Indiana,Hendricks,279,176,-0.15
Indiana,Henry,5,16,-0.94
Indiana,Howard,352,431,1.13
Indiana,Huntington,6,33,-0.86
Indiana,Jackson,98,223,0.09
Indiana,Jasper,,,0
Indiana,Jay,19,100,-0.53
Indiana,Jefferson,,,0
Indiana,Jennings,73,261,0.28
Indiana,Johnson,421,284,0.39
Indiana,Knox,38,109,-0.48
Indiana,Kosciusko,121,159,-0.23
Indiana,LaGrange,40,103,-0.51
Indiana,Lake,"1,808",395,0.95
Indiana,LaPorte,324,302,0.48
Indiana,Lawrence,130,315,0.55
Indiana,Madison,269,211,0.03
Indiana,Marion,"11,459","1,251",5.21
Indiana,Marshall,,,0
Indiana,Martin,,,0
Indiana,Miami,53,147,-0.29
Indiana,Monroe,444,307,0.51
Indiana,Montgomery,320,837,3.15
Indiana,Morgan,,,0
Indiana,Newton,3,22,-0.92
Indiana,Noble,74,158,-0.24
Indiana,Ohio,,,0
Indiana,Orange,,,0
Indiana,Owen,,,0
Indiana,Parke,11,64,-0.71
Indiana,Perry,,,0
Indiana,Pike,6,58,-0.73
Indiana,Porter,155,97,-0.54
Indiana,Posey,68,305,0.5
Indiana,Pulaski,,,0
Indiana,Putnam,,,0
Indiana,Randolph,,,0
Indiana,Ripley,7,30,-0.88
Indiana,Rush,,,0
Indiana,Scott,38,194,-0.06
Indiana,Shelby,239,535,1.65
Indiana,Spencer,,,0
Indiana,St. Joseph,"1,136",426,1.1
Indiana,Starke,19,97,-0.54
Indiana,Steuben,21,70,-0.68
Indiana,Sullivan,22,128,-0.39
Indiana,Switzerland,,,0
Indiana,Tippecanoe,445,243,0.19
Indiana,Tipton,20,132,-0.36
Indiana,Union,,,0
Indiana,Vanderburgh,744,409,1.01
Indiana,Vermillion,,,0
Indiana,Vigo,247,233,0.14
Indiana,Wabash,11,51,-0.77
Indiana,Warren,,,0
Indiana,Warrick,138,223,0.09
Indiana,Washington,,,0
Indiana,Wayne,,,0
Indiana,Wells,5,18,-0.93
Indiana,White,15,62,-0.72
Indiana,Whitley,,,0
Iowa,Adair,8,103,-0.67
Iowa,Adams,3,66,-0.95
Iowa,Allamakee,6,39,-1.14
Iowa,Appanoose,28,219,0.19
Iowa,Audubon,4,70,-0.92
Iowa,Benton,,,0
Iowa,Black Hawk,683,511,2.37
Iowa,Boone,74,277,0.62
Iowa,Bremer,94,378,1.37
Iowa,Buchanan,10,48,-1.08
Iowa,Buena Vista,64,311,0.88
Iowa,Butler,2,10,-1.36
Iowa,Calhoun,5,46,-1.1
Iowa,Carroll,13,63,-0.97
Iowa,Cass,32,238,0.34
Iowa,Cedar,18,95,-0.73
Iowa,Cerro Gordo,58,133,-0.45
Iowa,Cherokee,21,175,-0.13
Iowa,Chickasaw,21,173,-0.15
Iowa,Clarke,13,140,-0.4
Iowa,Clay,25,149,-0.33
Iowa,Clayton,11,60,-0.99
Iowa,Clinton,232,484,2.17
Iowa,Crawford,10,59,-1
Iowa,Dallas,154,192,-0.01
Iowa,Davis,10,114,-0.59
Iowa,Decatur,,,0
Iowa,Delaware,26,147,-0.35
Iowa,Des Moines,209,518,2.41
Iowa,Dickinson,23,131,-0.46
Iowa,Dubuque,204,210,0.13
Iowa,Emmet,39,393,1.48
Iowa,Fayette,57,279,0.63
Iowa,Floyd,28,175,-0.13
Iowa,Franklin,,,0
Iowa,Fremont,27,397,1.52
Iowa,Greene,7,77,-0.87
Iowa,Grundy,12,97,-0.72
Iowa,Guthrie,4,33,-1.19
Iowa,Hamilton,32,211,0.13
Iowa,Hancock,13,117,-0.56
Iowa,Hardin,17,106,-0.65
Iowa,Harrison,5,32,-1.2
Iowa,Henry,43,225,0.23
Iowa,Howard,6,63,-0.97
Iowa,Humboldt,6,57,-1.01
Iowa,Ida,12,162,-0.23
Iowa,Iowa,17,104,-0.67
Iowa,Jackson,16,82,-0.83
Iowa,Jasper,93,253,0.45
Iowa,Jefferson,15,84,-0.81
Iowa,Johnson,391,271,0.58
Iowa,Jones,,,0
Iowa,Keokuk,13,136,-0.42
Iowa,Kossuth,24,158,-0.26
Iowa,Lee,170,480,2.13
Iowa,Linn,496,226,0.24
Iowa,Louisa,18,156,-0.28
Iowa,Lucas,16,184,-0.07
Iowa,Lyon,14,134,-0.44
Iowa,Madison,18,112,-0.6
Iowa,Mahaska,60,268,0.56
Iowa,Marion,69,274,0.6
Iowa,Marshall,185,452,1.92
Iowa,Mills,43,287,0.69
Iowa,Mitchell,8,74,-0.89
Iowa,Monona,13,143,-0.38
Iowa,Monroe,7,81,-0.83
Iowa,Montgomery,23,424,1.72
Iowa,Muscatine,185,429,1.76
Iowa,O'Brien,31,219,0.19
Iowa,Osceola,6,90,-0.77
Iowa,Page,41,266,0.54
Iowa,Palo Alto,27,291,0.73
Iowa,Plymouth,26,103,-0.67
Iowa,Pocahontas,8,114,-0.59
Iowa,Polk,"1,826",392,1.48
Iowa,Pottawattamie,348,373,1.34
Iowa,Poweshiek,37,199,0.04
Iowa,Ringgold,3,59,-1
Iowa,Sac,5,50,-1.06
Iowa,Scott,850,494,2.24
Iowa,Shelby,,,0
Iowa,Sioux,15,43,-1.12
Iowa,Story,126,142,-0.38
Iowa,Tama,52,322,0.96
Iowa,Taylor,3,41,-1.14
Iowa,Union,28,219,0.19
Iowa,Van Buren,9,116,-0.58
Iowa,Wapello,111,315,0.91
Iowa,Warren,163,337,1.07
Iowa,Washington,72,322,0.95
Iowa,Wayne,8,117,-0.57
Iowa,Webster,173,469,2.05
Iowa,Winnebago,12,114,-0.59
Iowa,Winneshiek,9,43,-1.12
Iowa,Woodbury,364,355,1.2
Iowa,Worth,7,93,-0.75
Iowa,Wright,10,74,-0.89
Kansas,Allen,37,319,0.65
Kansas,Anderson,18,237,0.06
Kansas,Atchison,48,288,0.43
Kansas,Barber,13,297,0.49
Kansas,Barton,100,364,0.98
Kansas,Bourbon,77,522,2.13
Kansas,Brown,21,213,-0.12
Kansas,Butler,119,182,-0.35
Kansas,Chase,4,150,-0.58
Kansas,Chautauqua,,,0
Kansas,Cherokee,63,318,0.65
Kansas,Cheyenne,4,151,-0.58
Kansas,Clark,4,188,-0.3
Kansas,Clay,14,168,-0.45
Kansas,Cloud,37,403,1.27
Kansas,Coffey,8,96,-0.97
Kansas,Comanche,,,0
Kansas,Cowley,117,335,0.77
Kansas,Crawford,122,313,0.61
Kansas,Decatur,3,171,-0.43
Kansas,Dickinson,30,153,-0.56
Kansas,Doniphan,9,109,-0.88
Kansas,Douglas,259,225,-0.03
Kansas,Edwards,4,129,-0.73
Kansas,Elk,0,0,-1.67
Kansas,Ellis,86,294,0.47
Kansas,Ellsworth,5,98,-0.96
Kansas,Finney,184,495,1.94
Kansas,Ford,128,367,1
Kansas,Franklin,80,311,0.6
Kansas,Geary,182,484,1.86
Kansas,Gove,,,0
Kansas,Graham,3,116,-0.83
Kansas,Grant,15,192,-0.28
Kansas,Gray,10,157,-0.53
Kansas,Greeley,2,152,-0.57
Kansas,Greenwood,14,224,-0.04
Kansas,Hamilton,3,124,-0.77
Kansas,Harper,17,387,1.15
Kansas,Harvey,132,384,1.12
Kansas,Haskell,7,160,-0.51
Kansas,Hodgeman,2,78,-1.1
Kansas,Jackson,22,176,-0.39
Kansas,Jefferson,37,199,-0.23
Kansas,Jewell,,,0
Kansas,Johnson,887,157,-0.53
Kansas,Kearny,10,242,0.09
Kansas,Kingman,13,179,-0.37
Kansas,Kiowa,1,39,-1.39
Kansas,Labette,88,426,1.43
Kansas,Lane,4,208,-0.16
Kansas,Leavenworth,330,417,1.37
Kansas,Lincoln,1,32,-1.44
Kansas,Linn,10,120,-0.8
Kansas,Logan,4,142,-0.64
Kansas,Lyon,58,175,-0.4
Kansas,Marion,12,100,-0.95
Kansas,Marshall,15,146,-0.61
Kansas,McPherson,41,146,-0.61
Kansas,Meade,,,0
Kansas,Miami,67,204,-0.19
Kansas,Mitchell,11,188,-0.3
Kansas,Montgomery,159,575,2.52
Kansas,Morris,6,107,-0.9
Kansas,Morton,13,412,1.33
Kansas,Nemaha,12,118,-0.81
Kansas,Neosho,45,277,0.35
Kansas,Ness,5,166,-0.47
Kansas,Norton,5,90,-1.02
Kansas,Osage,22,144,-0.62
Kansas,Osborne,5,134,-0.7
Kansas,Ottawa,4,59,-1.25
Kansas,Pawnee,19,276,0.34
Kansas,Phillips,8,138,-0.67
Kansas,Pottawatomie,54,230,0.01
Kansas,Pratt,19,194,-0.26
Kansas,Rawlins,6,215,-0.1
Kansas,Reno,226,355,0.91
Kansas,Republic,8,169,-0.44
Kansas,Rice,6,96,-0.97
Kansas,Riley,197,259,0.22
Kansas,Rooks,4,77,-1.11
Kansas,Rush,5,144,-0.62
Kansas,Russell,26,366,0.99
Kansas,Saline,221,397,1.22
Kansas,Scott,16,320,0.66
Kansas,Sedgwick,"3,691",725,3.61
Kansas,Seward,70,299,0.5
Kansas,Shawnee,789,444,1.56
Kansas,Sheridan,3,117,-0.82
Kansas,Sherman,15,240,0.07
Kansas,Smith,1,48,-1.32
Kansas,Stafford,9,199,-0.22
Kansas,Stanton,,,0
Kansas,Stevens,4,88,-1.03
Kansas,Sumner,46,202,-0.2
Kansas,Thomas,19,234,0.03
Kansas,Trego,6,204,-0.19
Kansas,Wabaunsee,10,156,-0.53
Kansas,Wallace,0,0,NR
Kansas,Washington,4,72,-1.15
Kansas,Wichita,6,278,0.35
Kansas,Wilson,21,237,0.05
Kansas,Woodson,9,287,0.42
Kansas,Wyandotte,"1,134",704,3.46
Kentucky,Adair,8,40,-0.74
Kentucky,Allen,21,102,0.08
Kentucky,Anderson,20,89,-0.1
Kentucky,Ballard,6,66,-0.39
Kentucky,Barren,54,124,0.37
Kentucky,Bath,4,29,-0.88
Kentucky,Bell,47,170,0.97
Kentucky,Boone,169,132,0.48
Kentucky,Bourbon,26,127,0.41
Kentucky,Boyd,73,150,0.71
Kentucky,Boyle,43,145,0.65
Kentucky,Bracken,4,50,-0.6
Kentucky,Breathitt,4,30,-0.87
Kentucky,Breckinridge,13,62,-0.44
Kentucky,Bullitt,96,122,0.34
Kentucky,Butler,10,78,-0.24
Kentucky,Caldwell,25,193,1.27
Kentucky,Calloway,62,162,0.87
Kentucky,Campbell,151,164,0.89
Kentucky,Carlisle,2,41,-0.72
Kentucky,Carroll,10,92,-0.05
Kentucky,Carter,15,54,-0.56
Kentucky,Casey,6,35,-0.81
Kentucky,Christian,165,225,1.69
Kentucky,Clark,64,179,1.09
Kentucky,Clay,17,81,-0.2
Kentucky,Clinton,6,54,-0.55
Kentucky,Crittenden,8,82,-0.19
Kentucky,Cumberland,3,37,-0.77
Kentucky,Daviess,176,177,1.07
Kentucky,Edmonson,10,83,-0.17
Kentucky,Elliott,2,26,-0.91
Kentucky,Estill,7,45,-0.67
Kentucky,Fayette,"1,163",369,3.59
Kentucky,Fleming,8,55,-0.54
Kentucky,Floyd,20,52,-0.58
Kentucky,Franklin,135,269,2.27
Kentucky,Fulton,6,108,0.16
Kentucky,Gallatin,5,59,-0.49
Kentucky,Garrard,16,91,-0.07
Kentucky,Grant,19,77,-0.25
Kentucky,Graves,48,129,0.44
Kentucky,Grayson,24,93,-0.04
Kentucky,Green,4,32,-0.84
Kentucky,Greenup,18,48,-0.62
Kentucky,Hancock,5,52,-0.58
Kentucky,Hardin,170,158,0.82
Kentucky,Harlan,17,61,-0.46
Kentucky,Harrison,24,129,0.43
Kentucky,Hart,9,46,-0.66
Kentucky,Henderson,82,177,1.06
Kentucky,Henry,5,30,-0.86
Kentucky,Hickman,5,97,0.01
Kentucky,Hopkins,55,119,0.3
Kentucky,Jackson,5,37,-0.77
Kentucky,Jefferson,"4,676",612,6.77
Kentucky,Jessamine,76,146,0.66
Kentucky,Johnson,17,73,-0.3
Kentucky,Kenton,357,216,1.57
Kentucky,Knott,3,20,-1
Kentucky,Knox,21,66,-0.39
Kentucky,Larue,8,57,-0.52
Kentucky,Laurel,55,91,-0.07
Kentucky,Lawrence,10,60,-0.47
Kentucky,Lee,2,29,-0.88
Kentucky,Leslie,4,38,-0.76
Kentucky,Letcher,13,54,-0.55
Kentucky,Lewis,5,33,-0.83
Kentucky,Lincoln,9,38,-0.76
Kentucky,Livingston,6,59,-0.48
Kentucky,Logan,46,171,0.98
Kentucky,Lyon,3,30,-0.87
Kentucky,Madison,151,173,1
Kentucky,Magoffin,4,31,-0.85
Kentucky,Marion,20,100,0.05
Kentucky,Marshall,27,85,-0.14
Kentucky,Martin,8,61,-0.46
Kentucky,Mason,28,164,0.89
Kentucky,McCracken,152,233,1.8
Kentucky,McCreary,7,36,-0.78
Kentucky,McLean,6,63,-0.43
Kentucky,Meade,22,77,-0.25
Kentucky,Menifee,2,32,-0.84
Kentucky,Mercer,20,96,0
Kentucky,Metcalfe,7,66,-0.4
Kentucky,Monroe,3,29,-0.88
Kentucky,Montgomery,38,136,0.52
Kentucky,Morgan,3,23,-0.96
Kentucky,Muhlenberg,25,79,-0.22
Kentucky,Nelson,49,108,0.15
Kentucky,Nicholas,6,85,-0.15
Kentucky,Ohio,30,122,0.34
Kentucky,Oldham,53,82,-0.19
Kentucky,Owen,2,19,-1.01
Kentucky,Owsley,4,78,-0.23
Kentucky,Pendleton,8,57,-0.51
Kentucky,Perry,17,62,-0.45
Kentucky,Pike,30,48,-0.64
Kentucky,Powell,8,61,-0.46
Kentucky,Pulaski,76,119,0.3
Kentucky,Robertson,0,0,-1.26
Kentucky,Rockcastle,12,74,-0.29
Kentucky,Rowan,19,80,-0.21
Kentucky,Russell,13,70,-0.33
Kentucky,Scott,84,161,0.86
Kentucky,Shelby,54,118,0.28
Kentucky,Simpson,33,180,1.11
Kentucky,Spencer,8,45,-0.67
Kentucky,Taylor,41,161,0.85
Kentucky,Todd,11,84,-0.16
Kentucky,Trigg,16,112,0.21
Kentucky,Trimble,3,34,-0.81
Kentucky,Union,15,97,0.01
Kentucky,Warren,271,222,1.65
Kentucky,Washington,7,54,-0.55
Kentucky,Wayne,16,78,-0.24
Kentucky,Webster,6,48,-0.63
Kentucky,Whitley,35,97,0.02
Kentucky,Wolfe,6,76,-0.26
Kentucky,Woodford,20,78,-0.24
Louisiana,Acadia,274,443,0.05
Louisiana,Allen,27,124,-1.18
Louisiana,Ascension,401,337,-0.35
Louisiana,Assumption,73,319,-0.43
Louisiana,Avoyelles,227,584,0.6
Louisiana,Beauregard,40,109,-1.24
Louisiana,Bienville,54,410,-0.08
Louisiana,Bossier,605,480,0.19
Louisiana,Caddo,"1,723",688,1
Louisiana,Calcasieu,"1,237",626,0.76
Louisiana,Caldwell,22,221,-0.8
Louisiana,Cameron,17,252,-0.69
Louisiana,Catahoula,38,377,-0.2
Louisiana,Claiborne,20,155,-1.06
Louisiana,Concordia,148,735,1.18
Louisiana,De Soto,122,448,0.07
Louisiana,East Baton Rouge,"2,606",583,0.59
Louisiana,East Carroll,47,640,0.81
Louisiana,East Feliciana,85,431,0.01
Louisiana,Evangeline,57,191,-0.92
Louisiana,Franklin,24,120,-1.19
Louisiana,Grant,12,55,-1.44
Louisiana,Iberia,140,196,-0.9
Louisiana,Iberville,364,"1,096",2.57
Louisiana,Jackson,20,144,-1.1
Louisiana,Jefferson,"1,892",434,0.02
Louisiana,Jefferson Davis,75,346,-0.32
Louisiana,La Salle,37,246,-0.71
Louisiana,Lafayette,"1,147",506,0.3
Louisiana,Lafourche,273,279,-0.58
Louisiana,Lincoln,182,402,-0.11
Louisiana,Livingston,486,355,-0.29
Louisiana,Madison,68,585,0.6
Louisiana,Morehouse,151,571,0.55
Louisiana,Natchitoches,249,638,0.8
Louisiana,Orleans,"4,022","1,025",2.3
Louisiana,Ouachita,"2,083","1,378",3.66
Louisiana,Plaquemines,35,148,-1.08
Louisiana,Pointe Coupee,107,513,0.32
Louisiana,Rapides,"1,315","1,014",2.25
Louisiana,Red River,44,508,0.3
Louisiana,Richland,87,485,0.21
Louisiana,Sabine,26,112,-1.22
Louisiana,St. Bernard,111,239,-0.74
Louisiana,St. Charles,175,333,-0.37
Louisiana,St. Helena,35,340,-0.34
Louisiana,St. James,106,580,0.58
Louisiana,St. John the Baptist,63,145,-1.1
Louisiana,St. Landry,533,674,0.94
Louisiana,St. Martin,133,263,-0.64
Louisiana,St. Mary,273,517,0.34
Louisiana,St. Tammany,410,165,-1.02
Louisiana,Tangipahoa,"1,088",870,1.7
Louisiana,Tensas,7,151,-1.07
Louisiana,Terrebonne,459,404,-0.1
Louisiana,Union,61,271,-0.61
Louisiana,Vermilion,232,387,-0.16
Louisiana,Vernon,141,292,-0.53
Louisiana,Washington,313,678,0.96
Louisiana,Webster,143,368,-0.24
Louisiana,West Baton Rouge,89,351,-0.3
Louisiana,West Carroll,46,402,-0.11
Louisiana,West Feliciana,40,261,-0.65
Louisiana,Winn,71,485,0.21
Maine,Androscoggin,150,139,0.74
Maine,Aroostook,83,120,0.25
Maine,Cumberland,372,128,0.46
Maine,Franklin,34,111,0.01
Maine,Hancock,33,60,-1.31
Maine,Kennebec,203,168,1.49
Maine,Knox,21,53,-1.5
Maine,Lincoln,53,154,1.14
Maine,Oxford,64,112,0.03
Maine,Penobscot,132,86,-0.63
Maine,Piscataquis,20,118,0.19
Maine,Sagadahoc,13,37,-1.91
Maine,Somerset,70,136,0.67
Maine,Waldo,29,73,-0.98
Maine,Washington,39,123,0.32
Maine,York,304,151,1.04
Maryland,Baltimore,"4,245",511,0.55
Maryland,Baltimore City,"9,726","1,566",4.35
Maryland,Calvert,137,150,-0.75
Maryland,Caroline,84,259,-0.36
Maryland,Carroll,314,188,-0.61
Maryland,Cecil,436,427,0.25
Maryland,Charles,557,357,0
Maryland,Dorchester,148,456,0.36
Maryland,Frederick,611,249,-0.39
Maryland,Garrett,66,223,-0.48
Maryland,Harford,585,234,-0.45
Maryland,Howard,672,214,-0.52
Maryland,Kent,44,220,-0.49
Maryland,Montgomery,"1,800",173,-0.66
Maryland,Prince George's,"3,833",423,0.24
Maryland,Queen Anne's,114,233,-0.45
Maryland,Somerset,93,357,0
Maryland,St. Mary's,247,221,-0.49
Maryland,Talbot,92,243,-0.41
Maryland,Washington,467,312,-0.17
Maryland,Wicomico,479,469,0.4
Maryland,Worcester,172,334,-0.09
Massachusetts,Barnstable,856,400,0.05
Massachusetts,Berkshire,493,420,0.17
Massachusetts,Bristol,"2,798",504,0.66
Massachusetts,Dukes,,,0
Massachusetts,Essex,"2,831",368,-0.13
Massachusetts,Franklin,246,407,0.09
Massachusetts,Hampden,"2,840",616,1.32
Massachusetts,Hampshire,424,271,-0.7
Massachusetts,Middlesex,"2,923",185,-1.21
Massachusetts,Nantucket,17,158,-1.37
Massachusetts,Norfolk,"1,260",193,-1.16
Massachusetts,Plymouth,"1,743",373,-0.11
Massachusetts,Suffolk,"5,829",752,2.12
Massachusetts,Worcester,"3,444",436,0.27
Michigan,Alcona,13,120,-1.07
Michigan,Alger,20,207,-0.52
Michigan,Allegan,280,246,-0.27
Michigan,Alpena,88,304,0.11
Michigan,Antrim,28,118,-1.09
Michigan,Arenac,38,256,-0.2
Michigan,Baraga,16,333,0.3
Michigan,Barry,99,171,-0.75
Michigan,Bay,348,328,0.26
Michigan,Benzie,22,126,-1.04
Michigan,Berrien,653,428,0.91
Michigan,Branch,120,277,-0.06
Michigan,Calhoun,866,644,2.31
Michigan,Cass,103,223,-0.41
Michigan,Charlevoix,42,158,-0.83
Michigan,Cheboygan,34,133,-0.99
Michigan,Chippewa,111,288,0.01
Michigan,Clare,107,350,0.4
Michigan,Clinton,73,94,-1.24
Michigan,Crawford,37,264,-0.15
Michigan,Delta,69,187,-0.64
Michigan,Dickinson,,,0
Michigan,Eaton,263,244,-0.28
Michigan,Emmet,58,173,-0.74
Michigan,Genesee,"2,681",653,2.36
Michigan,Gladwin,56,220,-0.43
Michigan,Gogebic,16,100,-1.21
Michigan,Grand Traverse,205,224,-0.41
Michigan,Gratiot,85,203,-0.54
Michigan,Hillsdale,85,184,-0.66
Michigan,Houghton,57,156,-0.85
Michigan,Huron,49,163,-0.8
Michigan,Ingham,"1,735",609,2.08
Michigan,Ionia,154,247,-0.26
Michigan,Iosco,68,267,-0.13
Michigan,Iron,22,189,-0.63
Michigan,Isabella,178,252,-0.23
Michigan,Jackson,751,476,1.22
Michigan,Kalamazoo,"1,391",534,1.6
Michigan,Kalkaska,64,368,0.52
Michigan,Kent,"2,367",373,0.55
Michigan,Keweenaw,5,206,-0.52
Michigan,Lake,38,329,0.27
Michigan,Lapeer,166,187,-0.64
Michigan,Leelanau,17,78,-1.35
Michigan,Lenawee,187,189,-0.63
Michigan,Livingston,218,117,-1.1
Michigan,Luce,25,389,0.66
Michigan,Mackinac,30,274,-0.08
Michigan,Macomb,"2,527",293,0.04
Michigan,Manistee,64,260,-0.17
Michigan,Marquette,131,193,-0.61
Michigan,Mason,82,284,-0.02
Michigan,Mecosta,254,587,1.94
Michigan,Menominee,53,222,-0.42
Michigan,Midland,106,126,-1.04
Michigan,Missaukee,32,210,-0.5
Michigan,Monroe,350,240,-0.3
Michigan,Montcalm,231,377,0.58
Michigan,Montmorency,8,81,-1.33
Michigan,Muskegon,757,440,0.99
Michigan,Newaygo,146,306,0.12
Michigan,Oakland,"2,213",178,-0.7
Michigan,Oceana,110,469,1.17
Michigan,Ogemaw,83,399,0.73
Michigan,Ontonagon,19,324,0.24
Michigan,Osceola,66,286,-0.01
Michigan,Oscoda,22,267,-0.13
Michigan,Otsego,62,256,-0.2
Michigan,Ottawa,677,243,-0.29
Michigan,Presque Isle,12,93,-1.25
