STATE,COUNTY,Annual Avg Violent Crimes,"Reported Violent Crimes per 100,000 Population",Z-Score
Tennessee,Trousdale,40,496,0.51
Tennessee,Unicoi,45,251,-0.67
Tennessee,Union,57,295,-0.46
Tennessee,Van Buren,16,274,-0.56
Tennessee,Warren,185,458,0.32
Tennessee,Washington,421,332,-0.28
Tennessee,Wayne,50,297,-0.45
Tennessee,Weakley,70,204,-0.9
Tennessee,White,68,254,-0.65
Tennessee,Williamson,294,140,-1.21
Tennessee,Wilson,388,303,-0.42
Texas,Anderson,241,417,0.95
Texas,Andrews,90,494,1.43
Texas,Angelina,275,312,0.3
Texas,Aransas,121,477,1.32
Texas,Archer,11,202,-0.38
Texas,Armstrong,3,153,-0.68
Texas,Atascosa,109,222,-0.25
Texas,Austin,70,238,-0.16
Texas,Bailey,12,160,-0.63
Texas,Bandera,29,138,-0.77
Texas,Bastrop,322,407,0.89
Texas,Baylor,9,236,-0.17
Texas,Bee,84,252,-0.07
Texas,Bell,"1,375",411,0.92
Texas,Bexar,"10,087",533,1.67
Texas,Blanco,15,137,-0.78
Texas,Borden,3,466,NR
Texas,Bosque,13,82,-1.12
Texas,Bowie,483,514,1.55
Texas,Brazoria,629,183,-0.5
Texas,Brazos,674,317,0.34
Texas,Brewster,15,163,-0.62
Texas,Briscoe,0,0,-1.62
Texas,Brooks,17,234,-0.18
Texas,Brown,119,314,0.32
Texas,Burleson,29,174,-0.55
Texas,Burnet,109,248,-0.09
Texas,Caldwell,89,219,-0.27
Texas,Calhoun,102,512,1.54
Texas,Callahan,12,88,-1.08
Texas,Cameron,"1,351",319,0.35
Texas,Camp,43,337,0.46
Texas,Carson,23,377,0.71
Texas,Cass,113,377,0.71
Texas,Castro,9,109,-0.95
Texas,Chambers,134,348,0.53
Texas,Cherokee,191,395,0.82
Texas,Childress,,,0
Texas,Clay,14,130,-0.82
Texas,Cochran,6,203,-0.37
Texas,Coke,1,31,-1.43
Texas,Coleman,12,211,-0.32
Texas,Collin,"1,424",157,-0.66
Texas,Collingsworth,5,162,-0.62
Texas,Colorado,46,221,-0.26
Texas,Comal,350,274,0.07
Texas,Comanche,31,230,-0.2
Texas,Concho,1,12,-1.55
Texas,Cooke,132,343,0.49
Texas,Coryell,175,229,-0.21
Texas,Cottle,4,280,0.11
Texas,Crane,6,109,-0.95
Texas,Crockett,5,132,-0.81
Texas,Crosby,4,83,-1.11
Texas,Culberson,0,0,-1.62
Texas,Dallam,46,641,2.33
Texas,Dallas,"12,252",480,1.34
Texas,Dawson,59,434,1.06
Texas,Deaf Smith,59,310,0.29
Texas,Delta,1,19,-1.51
Texas,Denton,"1,321",170,-0.57
Texas,DeWitt,112,538,1.7
Texas,Dickens,7,317,0.33
Texas,Dimmit,10,85,-1.1
Texas,Donley,11,316,0.33
Texas,Duval,60,611,2.15
Texas,Eastland,37,213,-0.31
Texas,Ector,"1,285",809,3.38
Texas,Edwards,3,160,-0.63
Texas,El Paso,"3,056",364,0.63
Texas,Ellis,230,142,-0.75
Texas,Erath,62,151,-0.69
Texas,Falls,25,162,-0.62
Texas,Fannin,45,145,-0.73
Texas,Fayette,66,261,-0.01
Texas,Fisher,12,314,0.31
Texas,Floyd,24,468,1.27
Texas,Foard,0,0,-1.62
Texas,Fort Bend,"1,738",246,-0.11
Texas,Franklin,27,253,-0.06
Texas,Freestone,31,155,-0.67
Texas,Frio,45,237,-0.16
Texas,Gaines,15,73,-1.18
Texas,Galveston,927,289,0.16
Texas,Garza,8,118,-0.9
Texas,Gillespie,13,50,-1.31
Texas,Glasscock,0,0,NR
Texas,Goliad,16,211,-0.32
Texas,Gonzales,135,652,2.41
Texas,Gray,116,497,1.45
Texas,Grayson,336,273,0.06
Texas,Gregg,564,454,1.18
Texas,Grimes,108,393,0.8
Texas,Guadalupe,295,195,-0.42
Texas,Hale,75,222,-0.26
Texas,Hall,9,269,0.04
Texas,Hamilton,9,129,-0.83
Texas,Hansford,11,220,-0.26
Texas,Hardeman,2,42,-1.36
Texas,Hardin,88,157,-0.65
Texas,Harris,"33,021",730,2.89
Texas,Harrison,233,347,0.52
Texas,Hartley,23,364,0.63
Texas,Haskell,7,121,-0.88
Texas,Hays,469,244,-0.12
Texas,Hemphill,14,324,0.38
Texas,Henderson,269,340,0.48
Texas,Hidalgo,"2,622",312,0.31
Texas,Hill,60,171,-0.57
Texas,Hockley,106,448,1.14
Texas,Hood,95,176,-0.54
Texas,Hopkins,53,147,-0.72
Texas,Houston,49,214,-0.3
Texas,Howard,226,607,2.13
Texas,Hudspeth,4,105,-0.98
Texas,Hunt,315,365,0.63
Texas,Hutchinson,96,483,1.36
Texas,Irion,1,63,NR
Texas,Jack,20,219,-0.27
Texas,Jackson,31,208,-0.34
Texas,Jasper,121,340,0.48
Texas,Jeff Davis,5,206,-0.35
Texas,Jefferson,"1,797",707,2.75
Texas,Jim Hogg,4,77,-1.15
Texas,Jim Wells,241,583,1.98
Texas,Johnson,297,187,-0.47
Texas,Jones,54,269,0.04
Texas,Karnes,40,262,-0.01
Texas,Kaufman,266,234,-0.18
Texas,Kendall,44,109,-0.95
Texas,Kenedy,4,978,NR
Texas,Kent,3,319,NR
Texas,Kerr,121,238,-0.16
Texas,Kimble,5,102,-0.99
Texas,King,0,0,NR
Texas,Kinney,1,26,-1.46
Texas,Kleberg,160,500,1.46
Texas,Knox,9,221,-0.26
Texas,La Salle,7,85,-1.1
Texas,Lamar,191,386,0.76
Texas,Lamb,43,341,0.49
Texas,Lampasas,26,141,-0.76
Texas,Lavaca,31,154,-0.68
Texas,Lee,43,253,-0.06
Texas,Leon,18,111,-0.94
Texas,Liberty,324,410,0.91
Texas,Limestone,87,373,0.68
Texas,Lipscomb,5,125,-0.85
Texas,Live Oak,39,320,0.35
Texas,Llano,26,141,-0.75
Texas,Loving,1,452,NR
Texas,Lubbock,"2,563",863,3.71
Texas,Lynn,7,121,-0.87
Texas,Madison,44,314,0.32
Texas,Marion,66,645,2.36
Texas,Martin,11,186,-0.48
Texas,Mason,3,73,-1.17
Texas,Matagorda,128,347,0.52
Texas,Maverick,103,179,-0.52
Texas,McCulloch,4,48,-1.33
Texas,McLennan,"1,025",423,0.99
Texas,McMullen,1,123,NR
Texas,Medina,100,211,-0.32
Texas,Menard,6,257,-0.04
Texas,Midland,506,314,0.32
Texas,Milam,56,230,-0.2
Texas,Mills,2,31,-1.44
Texas,Mitchell,16,174,-0.55
Texas,Montague,31,166,-0.6
Texas,Montgomery,934,175,-0.54
Texas,Moore,45,209,-0.34
Texas,Morris,41,320,0.35
Texas,Motley,0,0,-1.62
Texas,Nacogdoches,192,291,0.17
Texas,Navarro,166,354,0.56
Texas,Newton,9,64,-1.23
Texas,Nolan,54,394,0.81
Texas,Nueces,"2,467",685,2.61
Texas,Ochiltree,30,270,0.04
Texas,Oldham,3,143,-0.74
Texas,Orange,272,324,0.38
Texas,Palo Pinto,54,192,-0.44
Texas,Panola,68,283,0.12
Texas,Parker,163,131,-0.82
Texas,Parmer,8,82,-1.12
Texas,Pecos,56,348,0.53
Texas,Polk,134,286,0.14
Texas,Potter,781,640,2.33
Texas,Presidio,6,87,-1.09
Texas,Rains,13,112,-0.93
Texas,Randall,713,547,1.76
Texas,Reagan,2,53,-1.3
Texas,Real,3,90,-1.07
Texas,Red River,37,297,0.21
Texas,Reeves,59,407,0.89
Texas,Refugio,25,336,0.45
Texas,Roberts,1,116,NR
Texas,Robertson,65,391,0.8
Texas,Rockwall,88,97,-1.02
Texas,Runnels,18,173,-0.56
Texas,Rusk,199,380,0.72
Texas,Sabine,32,333,0.43
Texas,San Augustine,31,355,0.57
Texas,San Jacinto,57,207,-0.35
Texas,San Patricio,244,361,0.61
Texas,San Saba,7,110,-0.95
Texas,Schleicher,0,0,-1.62
Texas,Scurry,53,298,0.22
Texas,Shackelford,4,104,-0.98
Texas,Shelby,71,289,0.16
Texas,Sherman,5,145,-0.73
Texas,Smith,737,335,0.45
Texas,Somervell,10,108,-0.95
Texas,Starr,167,263,0
Texas,Stephens,18,188,-0.46
Texas,Sterling,2,113,NR
Texas,Stonewall,1,71,-1.19
Texas,Sutton,6,139,-0.76
Texas,Swisher,40,519,1.58
Texas,Tarrant,"7,977",403,0.86
Texas,Taylor,580,426,1.01
Texas,Terrell,2,178,-0.53
Texas,Terry,33,254,-0.05
Texas,Throckmorton,0,0,-1.62
Texas,Titus,116,353,0.56
Texas,Tom Green,375,318,0.34
Texas,Travis,"4,358",370,0.66
Texas,Trinity,25,188,-0.46
Texas,Tyler,64,297,0.21
Texas,Upshur,118,299,0.22
Texas,Upton,3,84,-1.1
Texas,Uvalde,73,268,0.03
Texas,Val Verde,68,138,-0.77
Texas,Van Zandt,62,118,-0.89
Texas,Victoria,393,425,1.01
Texas,Walker,264,375,0.69
Texas,Waller,165,344,0.5
Texas,Ward,58,495,1.44
Texas,Washington,82,236,-0.16
Texas,Webb,"1,031",382,0.74
Texas,Wharton,182,439,1.09
Texas,Wheeler,7,121,-0.88
Texas,Wichita,498,380,0.73
Texas,Wilbarger,42,323,0.37
Texas,Willacy,160,731,2.89
Texas,Williamson,834,165,-0.61
Texas,Wilson,64,135,-0.79
Texas,Winkler,10,125,-0.85
Texas,Wise,102,162,-0.62
Texas,Wood,76,175,-0.54
Texas,Yoakum,16,182,-0.5
Texas,Young,31,169,-0.58
Texas,Zapata,14,96,-1.03
Texas,Zavala,18,177,-0.53
Utah,Beaver,3,54,-1.06
Utah,Box Elder,65,130,-0.36
Utah,Cache,79,65,-0.96
Utah,Carbon,25,131,-0.34
Utah,Daggett,1,87,NR
Utah,Davis,346,103,-0.6
Utah,Duchesne,90,424,2.37
Utah,Emery,18,167,-0.02
Utah,Garfield,,,0
Utah,Grand,26,269,0.93
Utah,Iron,134,278,1.02
Utah,Juab,9,85,-0.77
Utah,Kane,23,311,1.32
Utah,Millard,36,283,1.06
Utah,Morgan,,,0
Utah,Piute,1,66,-0.95
Utah,Rich,2,86,-0.76
Utah,Salt Lake,"4,261",384,1.99
Utah,San Juan,15,93,-0.7
Utah,Sanpete,16,64,-0.97
Utah,Sevier,21,100,-0.63
Utah,Summit,55,138,-0.28
Utah,Tooele,178,283,1.06
Utah,Uintah,47,124,-0.41
Utah,Utah,449,78,-0.84
Utah,Wasatch,27,93,-0.69
Utah,Washington,235,154,-0.13
Utah,Wayne,,,0
Utah,Weber,603,247,0.73
Vermont,Addison,29,79,-0.42
Vermont,Bennington,57,156,1.06
Vermont,Caledonia,35,113,0.24
Vermont,Chittenden,209,130,0.56
Vermont,Essex,1,16,-1.62
Vermont,Franklin,68,140,0.75
Vermont,Grand Isle,3,43,-1.1
Vermont,Lamoille,14,53,-0.91
Vermont,Orange,6,19,-1.57
Vermont,Orleans,38,139,0.73
Vermont,Rutland,97,162,1.18
Vermont,Washington,60,101,0.01
Vermont,Windham,73,167,1.28
Vermont,Windsor,51,91,-0.19
Virginia,Accomack,74,226,0.22
Virginia,Albemarle,106,100,-0.72
Virginia,Alexandria City,286,186,-0.08
Virginia,Alleghany,31,196,-0.01
Virginia,Amelia,15,117,-0.59
Virginia,Amherst,43,133,-0.47
Virginia,Appomattox,18,114,-0.61
Virginia,Arlington,345,149,-0.35
Virginia,Augusta,93,125,-0.53
Virginia,Bath,5,111,-0.63
Virginia,Bedford,64,83,-0.85
Virginia,Bland,5,76,-0.9
Virginia,Botetourt,35,106,-0.67
Virginia,Bristol City,46,267,0.52
Virginia,Brunswick,22,132,-0.48
Virginia,Buchanan,50,216,0.14
Virginia,Buckingham,22,129,-0.5
Virginia,Buena Vista City,7,98,-0.73
Virginia,Campbell,110,199,0.01
Virginia,Caroline,43,143,-0.4
Virginia,Carroll,29,98,-0.73
Virginia,Charles City,5,71,-0.93
Virginia,Charlotte,27,218,0.16
Virginia,Charlottesville City,220,480,2.09
Virginia,Chesapeake City,993,423,1.68
Virginia,Chesterfield,455,136,-0.45
Virginia,Clarke,11,73,-0.92
Virginia,Colonial Heights City,52,290,0.69
Virginia,Covington City,14,247,0.37
Virginia,Craig,3,48,-1.1
Virginia,Culpeper,79,159,-0.28
Virginia,Cumberland,18,180,-0.12
Virginia,Danville City,264,623,3.16
Virginia,Dickenson,30,195,-0.01
Virginia,Dinwiddie,70,250,0.4
Virginia,Emporia City,33,597,2.96
Virginia,Essex,24,211,0.1
Virginia,Fairfax,"1,095",96,-0.75
Virginia,Fairfax City,21,85,-0.83
Virginia,Falls Church City,22,158,-0.29
Virginia,Fauquier,44,65,-0.98
Virginia,Floyd,20,128,-0.51
Virginia,Fluvanna,26,100,-0.72
Virginia,Franklin,85,150,-0.34
Virginia,Franklin City,27,310,0.84
Virginia,Frederick,93,112,-0.63
Virginia,Fredericksburg City,123,423,1.67
Virginia,Galax City,22,317,0.89
Virginia,Giles,25,147,-0.37
Virginia,Gloucester,42,114,-0.62
Virginia,Goochland,26,116,-0.6
Virginia,Grayson,19,119,-0.58
Virginia,Greene,23,118,-0.58
Virginia,Greensville,15,123,-0.55
Virginia,Halifax,73,207,0.08
Virginia,Hampton City,402,295,0.73
Virginia,Hanover,131,128,-0.51
Virginia,Harrisonburg City,113,214,0.13
Virginia,Henrico,567,175,-0.16
Virginia,Henry,118,227,0.22
Virginia,Highland,2,91,-0.78
Virginia,Hopewell City,94,425,1.69
Virginia,Isle of Wight,52,144,-0.39
Virginia,James City,89,122,-0.56
Virginia,King and Queen,10,140,-0.42
Virginia,King George,27,106,-0.67
Virginia,King William,12,71,-0.93
Virginia,Lancaster,17,155,-0.31
Virginia,Lee,29,115,-0.61
Virginia,Lexington City,9,124,-0.54
Virginia,Loudoun,375,100,-0.71
Virginia,Louisa,65,189,-0.06
Virginia,Lunenburg,21,167,-0.22
Virginia,Lynchburg City,336,423,1.68
Virginia,Madison,12,92,-0.78
Virginia,Manassas City,131,309,0.83
Virginia,Manassas Park City,24,148,-0.37
Virginia,Martinsville City,39,282,0.63
Virginia,Mathews,4,40,-1.17
Virginia,Mecklenburg,77,248,0.38
Virginia,Middlesex,23,217,0.15
Virginia,Montgomery,125,128,-0.51
Virginia,Nelson,21,143,-0.4
Virginia,New Kent,30,146,-0.38
Virginia,Newport News City,830,456,1.92
Virginia,Norfolk City,"1,487",603,3.01
Virginia,Northampton,12,100,-0.72
Virginia,Northumberland,22,181,-0.12
Virginia,Norton City,15,365,1.25
Virginia,Nottoway,38,239,0.32
Virginia,Orange,39,111,-0.64
Virginia,Page,37,154,-0.32
Virginia,Patrick,27,146,-0.37
Virginia,Petersburg City,232,714,3.83
Virginia,Pittsylvania,50,81,-0.86
Virginia,Poquoson City,16,129,-0.5
Virginia,Portsmouth City,680,707,3.78
Virginia,Powhatan,21,73,-0.92
Virginia,Prince Edward,47,205,0.06
Virginia,Prince George,42,111,-0.64
Virginia,Prince William,841,186,-0.08
Virginia,Pulaski,87,253,0.41
Virginia,Radford City,102,582,2.85
Virginia,Rappahannock,3,41,-1.16
Virginia,Richmond,11,119,-0.58
Virginia,Richmond City,"1,310",596,2.96
Virginia,Roanoke,174,184,-0.09
Virginia,Roanoke City,380,382,1.37
Virginia,Rockbridge,32,141,-0.41
Virginia,Rockingham,88,112,-0.63
Virginia,Russell,52,185,-0.09
Virginia,Salem City,27,106,-0.67
Virginia,Scott,23,101,-0.71
Virginia,Shenandoah,77,178,-0.14
Virginia,Smyth,64,203,0.04
Virginia,Southampton,23,125,-0.53
Virginia,Spotsylvania,224,172,-0.18
Virginia,Stafford,278,197,0
Virginia,Staunton City,38,153,-0.32
Virginia,Suffolk City,241,276,0.59
Virginia,Surry,15,226,0.21
Virginia,Sussex,12,103,-0.7
Virginia,Tazewell,90,208,0.08
Virginia,Virginia Beach City,689,152,-0.33
Virginia,Warren,54,138,-0.44
Virginia,Washington,85,155,-0.31
Virginia,Waynesboro City,40,187,-0.07
Virginia,Westmoreland,25,139,-0.43
Virginia,Williamsburg City,28,182,-0.11
Virginia,Winchester City,75,272,0.55
Virginia,Wise,85,214,0.13
Virginia,Wythe,36,122,-0.56
Virginia,York,109,162,-0.26
Washington,Adams,48,248,0.66
Washington,Asotin,47,211,0.23
Washington,Benton,371,195,0.05
Washington,Chelan,112,148,-0.48
Washington,Clallam,206,280,1.01
Washington,Clark,"1,011",220,0.34
Washington,Columbia,2,38,-1.73
Washington,Cowlitz,268,259,0.78
Washington,Douglas,40,99,-1.04
Washington,Ferry,8,112,-0.88
Washington,Franklin,190,211,0.23
Washington,Garfield,2,89,-1.14
Washington,Grant,259,278,1
Washington,Grays Harbor,169,244,0.6
Washington,Island,85,107,-0.94
Washington,Jefferson,65,212,0.24
Washington,King,"7,230",341,1.7
Washington,Kitsap,683,263,0.82
Washington,Kittitas,48,110,-0.9
Washington,Klickitat,19,87,-1.16
Washington,Lewis,145,193,0.03
Washington,Lincoln,10,92,-1.11
Washington,Mason,134,220,0.33
Washington,Okanogan,73,176,-0.17
Washington,Pacific,33,157,-0.38
Washington,Pend Oreille,17,130,-0.68
Washington,Pierce,"3,862",458,3.03
Washington,San Juan,9,52,-1.56
Washington,Skagit,238,195,0.06
Washington,Skamania,10,88,-1.16
Washington,Snohomish,"1,577",205,0.16
Washington,Spokane,"1,729",353,1.84
Washington,Stevens,46,105,-0.96
Washington,Thurston,641,237,0.53
Washington,Wahkiakum,5,123,-0.77
Washington,Walla Walla,145,239,0.55
Washington,Whatcom,411,194,0.04
Washington,Whitman,86,181,-0.1
Washington,Yakima,682,273,0.93
West Virginia,Barbour,75,451,0.97
West Virginia,Berkeley,187,168,-0.77
West Virginia,Boone,56,250,-0.26
West Virginia,Braxton,33,262,-0.19
West Virginia,Brooke,27,131,-0.99
West Virginia,Cabell,444,461,1.03
West Virginia,Calhoun,15,219,-0.45
West Virginia,Clay,,,0
West Virginia,Doddridge,22,271,-0.13
West Virginia,Fayette,115,278,-0.09
West Virginia,Gilmer,21,249,-0.27
West Virginia,Grant,20,224,-0.42
West Virginia,Greenbrier,42,124,-1.04
West Virginia,Hampshire,52,227,-0.4
West Virginia,Hancock,41,143,-0.92
West Virginia,Hardy,58,429,0.84
West Virginia,Harrison,98,212,-0.49
West Virginia,Jackson,83,306,0.08
West Virginia,Jefferson,97,187,-0.65
West Virginia,Kanawha,"1,119",616,1.99
West Virginia,Lewis,13,79,-1.31
West Virginia,Lincoln,,,0
West Virginia,Logan,178,558,1.63
West Virginia,Marion,153,296,0.02
West Virginia,Marshall,73,241,-0.32
West Virginia,Mason,30,120,-1.06
West Virginia,McDowell,66,428,0.83
West Virginia,Mercer,272,461,1.03
West Virginia,Mineral,58,242,-0.31
West Virginia,Mingo,66,282,-0.07
West Virginia,Monongalia,241,250,-0.26
West Virginia,Monroe,15,108,-1.13
West Virginia,Morgan,67,407,0.7
West Virginia,Nicholas,171,725,2.65
West Virginia,Ohio,285,678,2.37
West Virginia,Pendleton,,,0
West Virginia,Pleasants,9,135,-0.97
West Virginia,Pocahontas,23,306,0.08
West Virginia,Preston,67,230,-0.38
West Virginia,Putnam,204,371,0.48
West Virginia,Raleigh,365,478,1.14
West Virginia,Randolph,121,474,1.11
West Virginia,Ritchie,7,83,-1.29
West Virginia,Roane,38,264,-0.18
West Virginia,Summers,19,181,-0.69
West Virginia,Taylor,,,0
West Virginia,Tucker,,,0
West Virginia,Tyler,17,229,-0.39
West Virginia,Upshur,14,57,-1.45
West Virginia,Wayne,70,186,-0.65
West Virginia,Webster,,,0
West Virginia,Wetzel,10,89,-1.25
West Virginia,Wirt,15,246,-0.29
West Virginia,Wood,259,300,0.05
West Virginia,Wyoming,122,626,2.04
Wisconsin,Adams,38,188,0.38
Wisconsin,Ashland,42,262,0.96
Wisconsin,Barron,19,46,-0.75
Wisconsin,Bayfield,32,209,0.55
Wisconsin,Brown,625,250,0.87
Wisconsin,Buffalo,7,55,-0.68
Wisconsin,Burnett,35,227,0.69
Wisconsin,Calumet,61,121,-0.15
Wisconsin,Chippewa,80,125,-0.12
Wisconsin,Clark,17,48,-0.73
Wisconsin,Columbia,77,145,0.04
Wisconsin,Crawford,19,116,-0.19
Wisconsin,Dane,"1,162",227,0.69
Wisconsin,Dodge,79,89,-0.41
Wisconsin,Door,12,43,-0.77
Wisconsin,Douglas,81,185,0.35
Wisconsin,Dunn,71,160,0.16
Wisconsin,Eau Claire,145,142,0.01
Wisconsin,Florence,4,89,-0.41
Wisconsin,Fond du Lac,195,191,0.41
Wisconsin,Forest,22,243,0.82
Wisconsin,Grant,75,147,0.05
Wisconsin,Green,31,83,-0.45
Wisconsin,Green Lake,8,42,-0.78
Wisconsin,Iowa,30,124,-0.13
Wisconsin,Iron,4,69,-0.57
Wisconsin,Jackson,19,90,-0.4
Wisconsin,Jefferson,121,148,0.06
Wisconsin,Juneau,64,243,0.82
Wisconsin,Kenosha,393,234,0.74
Wisconsin,Kewaunee,20,96,-0.35
Wisconsin,La Crosse,163,138,-0.02
Wisconsin,Lafayette,15,90,-0.4
Wisconsin,Langlade,13,65,-0.6
Wisconsin,Lincoln,43,181,0.32
Wisconsin,Manitowoc,150,188,0.38
Wisconsin,Marathon,156,115,-0.2
Wisconsin,Marinette,17,40,-0.8
Wisconsin,Marquette,5,33,-0.85
Wisconsin,Menominee,0,0,-1.11
Wisconsin,Milwaukee,"9,770","1,020",6.99
Wisconsin,Monroe,64,140,0
Wisconsin,Oconto,,,0
Wisconsin,Oneida,61,172,0.25
Wisconsin,Outagamie,280,153,0.1
Wisconsin,Ozaukee,52,59,-0.64
Wisconsin,Pepin,9,117,-0.19
Wisconsin,Pierce,56,144,0.03
Wisconsin,Polk,119,274,1.06
Wisconsin,Portage,80,113,-0.22
Wisconsin,Price,9,62,-0.62
Wisconsin,Racine,409,210,0.55
Wisconsin,Richland,2,11,-1.02
Wisconsin,Rock,372,231,0.72
Wisconsin,Rusk,26,184,0.35
Wisconsin,Sauk,71,111,-0.23
Wisconsin,Sawyer,31,186,0.36
Wisconsin,Shawano,35,83,-0.45
Wisconsin,Sheboygan,183,159,0.15
Wisconsin,St. Croix,54,63,-0.61
Wisconsin,Taylor,20,95,-0.36
Wisconsin,Trempealeau,18,61,-0.63
Wisconsin,Vernon,17,59,-0.64
Wisconsin,Vilas,10,47,-0.74
Wisconsin,Walworth,89,86,-0.43
Wisconsin,Washburn,32,203,0.5
Wisconsin,Washington,86,69,-0.56
Wisconsin,Waukesha,257,68,-0.57
Wisconsin,Waupaca,98,187,0.38
Wisconsin,Waushara,25,102,-0.31
Wisconsin,Winnebago,287,169,0.22
Wisconsin,Wood,24,33,-0.85
Wyoming,Albany,52,138,-0.44
Wyoming,Big Horn,10,100,-0.88
Wyoming,Campbell,136,278,1.17
Wyoming,Carbon,36,236,0.68
Wyoming,Converse,43,365,2.16
Wyoming,Crook,9,120,-0.65
Wyoming,Fremont,65,161,-0.18
Wyoming,Goshen,47,350,2
Wyoming,Hot Springs,5,105,-0.82
Wyoming,Johnson,12,134,-0.48
Wyoming,Laramie,200,206,0.34
Wyoming,Lincoln,21,118,-0.68
Wyoming,Natrona,160,194,0.2
Wyoming,Niobrara,,,0
Wyoming,Park,57,193,0.19
Wyoming,Platte,15,184,0.09
Wyoming,Sheridan,45,151,-0.29
Wyoming,Sublette,7,66,-1.27
Wyoming,Sweetwater,135,300,1.43
Wyoming,Teton,,,0
Wyoming,Uinta,14,71,-1.21
Wyoming,Washakie,7,78,-1.13
Wyoming,Weston,10,157,-0.22
